event_id,account_id,user_id,event_name,entity_type,entity_id,event_at_utc,ingested_at_utc
evt_0000036,acc_0001,usr_00005,project_created,project,prj_00001,2026-01-07 00:00:00+00:00,2026-01-07 00:00:00+00:00
evt_0000037,acc_0001,usr_00009,task_status_changed,task,tsk_000013,2026-01-24 00:00:00+00:00,2026-01-25 00:00:00+00:00
evt_0000038,acc_0001,usr_00002,project_created,project,prj_00001,2026-01-30 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000039,acc_0001,usr_00002,task_status_changed,task,tsk_000013,2026-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00
evt_0000040,acc_0001,usr_00009,project_created,project,prj_00001,2026-01-22 00:00:00+00:00,2026-01-22 00:00:00+00:00
evt_0000041,acc_0001,usr_00014,login_succeeded,account,acc_0001,2026-01-04 00:00:00+00:00,2026-01-04 00:00:00+00:00
evt_0000042,acc_0001,usr_00003,login_succeeded,account,acc_0001,2026-01-22 00:00:00+00:00,2026-01-22 00:00:00+00:00
evt_0000043,acc_0001,usr_00001,task_status_changed,task,tsk_000015,2026-01-25 00:00:00+00:00,2026-01-29 00:00:00+00:00
evt_0000044,acc_0001,usr_00013,project_created,project,prj_00001,2026-01-18 00:00:00+00:00,2026-01-18 00:00:00+00:00
evt_0000045,acc_0001,usr_00014,login_succeeded,account,acc_0001,2026-01-03 00:00:00+00:00,2026-01-03 00:00:00+00:00
evt_0000046,acc_0001,usr_00003,dashboard_viewed,account,acc_0001,2026-01-09 00:00:00+00:00,2026-01-09 00:00:00+00:00
evt_0000047,acc_0001,usr_00004,login_succeeded,account,acc_0001,2026-01-06 00:00:00+00:00,2026-01-06 00:00:00+00:00
evt_0000048,acc_0001,usr_00012,login_succeeded,account,acc_0001,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000049,acc_0001,usr_00005,task_status_changed,task,tsk_000017,2026-01-25 00:00:00+00:00,2026-01-25 00:00:00+00:00
evt_0000050,acc_0001,usr_00009,task_assigned,task,tsk_000018,2026-01-16 00:00:00+00:00,2026-01-16 00:00:00+00:00
evt_0000051,acc_0001,usr_00008,login_succeeded,account,acc_0001,2026-01-26 00:00:00+00:00,2026-01-26 00:00:00+00:00
evt_0000052,acc_0001,usr_00010,task_status_changed,task,tsk_000018,2026-01-26 00:00:00+00:00,2026-01-26 00:00:00+00:00
evt_0000053,acc_0001,usr_00011,project_created,project,prj_00002,2026-01-20 00:00:00+00:00,2026-01-20 00:00:00+00:00
evt_0000054,acc_0001,usr_00013,project_created,project,prj_00002,2026-01-20 00:00:00+00:00,2026-01-20 00:00:00+00:00
evt_0000055,acc_0001,usr_00011,dashboard_viewed,account,acc_0001,2026-01-22 00:00:00+00:00,2026-01-22 00:00:00+00:00
evt_0000056,acc_0001,usr_00004,work_note_added,task,tsk_000019,2026-01-03 00:00:00+00:00,2026-01-06 00:00:00+00:00
evt_0000057,acc_0001,usr_00013,login_succeeded,account,acc_0001,2026-01-04 00:00:00+00:00,2026-01-04 00:00:00+00:00
evt_0000058,acc_0001,usr_00005,task_status_changed,task,tsk_000019,2026-01-23 00:00:00+00:00,2026-01-23 00:00:00+00:00
evt_0000059,acc_0001,usr_00012,project_created,project,prj_00002,2026-01-24 00:00:00+00:00,2026-01-24 00:00:00+00:00
evt_0000060,acc_0001,usr_00002,login_succeeded,account,acc_0001,2026-01-02 00:00:00+00:00,2026-01-03 00:00:00+00:00
evt_0000061,acc_0001,usr_00008,handoff_completed,task,tsk_000020,2025-12-30 00:00:00+00:00,2025-12-30 00:00:00+00:00
evt_0000062,acc_0001,usr_00009,task_completed,task,tsk_000020,2026-01-12 00:00:00+00:00,2026-01-12 00:00:00+00:00
evt_0000063,acc_0001,usr_00006,project_created,project,prj_00002,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000064,acc_0001,usr_00002,project_created,project,prj_00002,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000065,acc_0001,usr_00008,project_created,project,prj_00002,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000066,acc_0001,usr_00010,dashboard_viewed,account,acc_0001,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000067,acc_0001,usr_00002,project_created,project,prj_00002,2026-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00
evt_0000068,acc_0001,usr_00013,work_note_added,task,tsk_000022,2026-01-27 00:00:00+00:00,2026-01-27 00:00:00+00:00
evt_0000069,acc_0001,usr_00004,work_note_added,task,tsk_000022,2026-01-27 00:00:00+00:00,2026-01-27 00:00:00+00:00
evt_0000070,acc_0001,usr_00010,task_status_changed,task,tsk_000022,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000071,acc_0001,usr_00007,dashboard_viewed,account,acc_0001,2026-01-27 00:00:00+00:00,2026-01-27 00:00:00+00:00
evt_0000072,acc_0001,usr_00001,login_succeeded,account,acc_0001,2026-01-20 00:00:00+00:00,2026-01-20 00:00:00+00:00
evt_0000073,acc_0001,usr_00011,handoff_completed,task,tsk_000023,2026-01-17 00:00:00+00:00,2026-01-22 00:00:00+00:00
evt_0000074,acc_0001,usr_00001,project_created,project,prj_00002,2026-01-15 00:00:00+00:00,2026-01-16 00:00:00+00:00
evt_0000075,acc_0001,usr_00012,task_assigned,task,tsk_000024,2026-01-19 00:00:00+00:00,2026-01-19 00:00:00+00:00
evt_0000076,acc_0001,usr_00008,task_assigned,task,tsk_000024,2025-12-28 00:00:00+00:00,2025-12-28 00:00:00+00:00
evt_0000077,acc_0001,usr_00010,project_created,project,prj_00002,2025-12-16 00:00:00+00:00,2025-12-18 00:00:00+00:00
evt_0000078,acc_0001,usr_00008,project_created,project,prj_00002,2025-12-22 00:00:00+00:00,2025-12-22 00:00:00+00:00
evt_0000079,acc_0001,usr_00012,project_created,project,prj_00002,2025-12-29 00:00:00+00:00,2025-12-31 00:00:00+00:00
evt_0000080,acc_0001,usr_00009,project_created,project,prj_00002,2026-01-08 00:00:00+00:00,2026-01-08 00:00:00+00:00
evt_0000081,acc_0001,usr_00012,project_created,project,prj_00002,2026-01-10 00:00:00+00:00,2026-01-10 00:00:00+00:00
evt_0000082,acc_0001,usr_00014,dashboard_viewed,account,acc_0001,2025-12-28 00:00:00+00:00,2025-12-28 00:00:00+00:00
evt_0000083,acc_0001,usr_00005,task_completed,task,tsk_000026,2026-01-24 00:00:00+00:00,2026-01-24 00:00:00+00:00
evt_0000084,acc_0001,usr_00011,login_succeeded,account,acc_0001,2026-01-27 00:00:00+00:00,2026-01-28 00:00:00+00:00
evt_0000085,acc_0001,usr_00010,dashboard_viewed,account,acc_0001,2026-01-23 00:00:00+00:00,2026-01-23 00:00:00+00:00
evt_0000086,acc_0001,usr_00012,login_succeeded,account,acc_0001,2026-01-22 00:00:00+00:00,2026-01-22 00:00:00+00:00
evt_0000087,acc_0001,usr_00009,handoff_completed,task,tsk_000027,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00
evt_0000088,acc_0001,usr_00013,project_created,project,prj_00002,2026-01-16 00:00:00+00:00,2026-01-16 00:00:00+00:00
evt_0000089,acc_0001,usr_00008,dashboard_viewed,account,acc_0001,2026-01-10 00:00:00+00:00,2026-01-12 00:00:00+00:00
evt_0000090,acc_0001,usr_00005,login_succeeded,account,acc_0001,2026-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00
evt_0000091,acc_0001,usr_00012,task_assigned,task,tsk_000028,2026-01-18 00:00:00+00:00,2026-01-18 00:00:00+00:00
evt_0000092,acc_0001,usr_00010,task_assigned,task,tsk_000028,2026-01-08 00:00:00+00:00,2026-01-08 00:00:00+00:00
evt_0000093,acc_0001,usr_00006,project_created,project,prj_00002,2026-01-24 00:00:00+00:00,2026-01-24 00:00:00+00:00
evt_0000094,acc_0001,usr_00012,dashboard_viewed,account,acc_0001,2026-01-17 00:00:00+00:00,2026-01-17 00:00:00+00:00
evt_0000095,acc_0001,usr_00008,project_created,project,prj_00002,2026-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00
evt_0000096,acc_0001,usr_00003,project_created,project,prj_00002,2025-12-31 00:00:00+00:00,2026-01-04 00:00:00+00:00
evt_0000097,acc_0001,usr_00006,project_created,project,prj_00002,2026-01-12 00:00:00+00:00,2026-01-12 00:00:00+00:00
evt_0000098,acc_0001,usr_00012,login_succeeded,account,acc_0001,2026-01-17 00:00:00+00:00,2026-01-19 00:00:00+00:00
evt_0000099,acc_0001,usr_00014,login_succeeded,account,acc_0001,2026-01-23 00:00:00+00:00,2026-01-23 00:00:00+00:00
evt_0000100,acc_0001,usr_00011,dashboard_viewed,account,acc_0001,2026-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00
evt_0000101,acc_0001,usr_00011,task_created,task,tsk_000030,2026-01-19 00:00:00+00:00,2026-01-19 00:00:00+00:00
evt_0000102,acc_0001,usr_00005,task_created,task,tsk_000030,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000103,acc_0001,usr_00002,work_note_added,task,tsk_000030,2026-01-21 00:00:00+00:00,2026-01-21 00:00:00+00:00
evt_0000104,acc_0001,usr_00006,work_note_added,task,tsk_000030,2026-01-18 00:00:00+00:00,2026-01-18 00:00:00+00:00
evt_0000105,acc_0001,usr_00007,login_succeeded,account,acc_0001,2026-01-28 00:00:00+00:00,2026-01-28 00:00:00+00:00
evt_0000106,acc_0001,usr_00007,project_created,project,prj_00003,2026-01-28 00:00:00+00:00,2026-01-28 00:00:00+00:00
evt_0000107,acc_0001,usr_00013,login_succeeded,account,acc_0001,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000108,acc_0001,usr_00006,work_note_added,task,tsk_000031,2026-01-28 00:00:00+00:00,2026-01-28 00:00:00+00:00
evt_0000109,acc_0001,usr_00005,project_created,project,prj_00003,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000110,acc_0001,usr_00001,login_succeeded,account,acc_0001,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000111,acc_0001,usr_00005,dashboard_viewed,account,acc_0001,2026-01-27 00:00:00+00:00,2026-01-27 00:00:00+00:00
evt_0000112,acc_0001,usr_00004,task_completed,task,tsk_000033,2026-01-25 00:00:00+00:00,2026-01-25 00:00:00+00:00
evt_0000113,acc_0001,usr_00004,task_completed,task,tsk_000033,2026-01-27 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000114,acc_0001,usr_00012,handoff_completed,task,tsk_000034,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000115,acc_0001,usr_00005,task_completed,task,tsk_000034,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000116,acc_0001,usr_00012,handoff_completed,task,tsk_000034,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000117,acc_0001,usr_00012,work_note_added,task,tsk_000035,2026-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00
evt_0000118,acc_0001,usr_00005,project_created,project,prj_00003,2026-01-28 00:00:00+00:00,2026-01-28 00:00:00+00:00
evt_0000119,acc_0001,usr_00004,dashboard_viewed,account,acc_0001,2026-01-29 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000120,acc_0001,usr_00006,login_succeeded,account,acc_0001,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000121,acc_0001,usr_00003,project_created,project,prj_00003,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000122,acc_0001,usr_00007,work_note_added,task,tsk_000036,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000123,acc_0001,usr_00008,task_status_changed,task,tsk_000036,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000124,acc_0001,usr_00013,task_status_changed,task,tsk_000037,2026-01-25 00:00:00+00:00,2026-01-25 00:00:00+00:00
evt_0000125,acc_0001,usr_00014,dashboard_viewed,account,acc_0001,2026-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00
evt_0000126,acc_0001,usr_00010,dashboard_viewed,account,acc_0001,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000127,acc_0001,usr_00007,project_created,project,prj_00003,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000128,acc_0001,usr_00002,project_created,project,prj_00003,2026-01-27 00:00:00+00:00,2026-01-28 00:00:00+00:00
evt_0000129,acc_0001,usr_00011,project_created,project,prj_00003,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000130,acc_0001,usr_00006,login_succeeded,account,acc_0001,2026-01-28 00:00:00+00:00,2026-01-28 00:00:00+00:00
evt_0000131,acc_0001,usr_00009,login_succeeded,account,acc_0001,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000132,acc_0001,usr_00005,work_note_added,task,tsk_000040,2026-01-28 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000133,acc_0001,usr_00002,handoff_completed,task,tsk_000041,2026-01-27 00:00:00+00:00,2026-01-27 00:00:00+00:00
evt_0000134,acc_0001,usr_00002,project_created,project,prj_00003,2026-01-29 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000135,acc_0001,usr_00014,dashboard_viewed,account,acc_0001,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000136,acc_0001,usr_00008,project_created,project,prj_00003,2026-01-30 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000137,acc_0001,usr_00003,work_note_added,task,tsk_000042,2026-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00
evt_0000138,acc_0001,usr_00006,dashboard_viewed,account,acc_0001,2026-01-29 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000139,acc_0001,usr_00009,task_completed,task,tsk_000043,2026-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00
evt_0000140,acc_0001,usr_00004,login_succeeded,account,acc_0001,2026-01-28 00:00:00+00:00,2026-01-28 00:00:00+00:00
evt_0000141,acc_0001,usr_00005,project_created,project,prj_00003,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000142,acc_0001,usr_00007,project_created,project,prj_00003,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000143,acc_0001,usr_00001,task_completed,task,tsk_000044,2026-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00
evt_0000144,acc_0001,usr_00012,dashboard_viewed,account,acc_0001,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000145,acc_0001,usr_00003,work_note_added,task,tsk_000045,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000146,acc_0001,usr_00006,project_created,project,prj_00003,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000147,acc_0001,usr_00002,dashboard_viewed,account,acc_0001,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000148,acc_0001,usr_00004,login_succeeded,account,acc_0001,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000149,acc_0001,usr_00009,login_succeeded,account,acc_0001,2026-01-27 00:00:00+00:00,2026-01-27 00:00:00+00:00
evt_0000150,acc_0001,usr_00002,login_succeeded,account,acc_0001,2026-01-26 00:00:00+00:00,2026-01-27 00:00:00+00:00
evt_0000151,acc_0001,usr_00010,task_completed,task,tsk_000046,2026-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00
evt_0000152,acc_0001,usr_00001,task_completed,task,tsk_000046,2026-01-27 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000153,acc_0001,usr_00007,login_succeeded,account,acc_0001,2026-01-26 00:00:00+00:00,2026-01-26 00:00:00+00:00
evt_0000154,acc_0001,usr_00013,project_created,project,prj_00003,2026-01-29 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000155,acc_0001,usr_00006,dashboard_viewed,account,acc_0001,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000156,acc_0001,usr_00004,login_succeeded,account,acc_0001,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000157,acc_0001,usr_00012,login_succeeded,account,acc_0001,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000158,acc_0001,usr_00007,login_succeeded,account,acc_0001,2026-01-28 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000159,acc_0001,usr_00011,dashboard_viewed,account,acc_0001,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000160,acc_0001,usr_00010,work_note_added,task,tsk_000048,2026-01-22 00:00:00+00:00,2026-01-24 00:00:00+00:00
evt_0000161,acc_0001,usr_00001,project_created,project,prj_00003,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000162,acc_0001,usr_00008,project_created,project,prj_00003,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000163,acc_0001,usr_00006,task_completed,task,tsk_000049,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000164,acc_0001,usr_00009,dashboard_viewed,account,acc_0001,2026-01-30 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000165,acc_0001,usr_00012,project_created,project,prj_00003,2026-01-27 00:00:00+00:00,2026-01-27 00:00:00+00:00
evt_0000166,acc_0001,usr_00005,dashboard_viewed,account,acc_0001,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000167,acc_0001,usr_00013,task_completed,task,tsk_000051,2026-01-28 00:00:00+00:00,2026-01-28 00:00:00+00:00
evt_0000168,acc_0001,usr_00007,project_created,project,prj_00003,2026-01-28 00:00:00+00:00,2026-01-28 00:00:00+00:00
evt_0000169,acc_0001,usr_00007,handoff_completed,task,tsk_000051,2026-01-30 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000170,acc_0001,usr_00012,task_status_changed,task,tsk_000052,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000171,acc_0001,usr_00012,task_status_changed,task,tsk_000052,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000172,acc_0001,usr_00004,dashboard_viewed,account,acc_0001,2026-01-18 00:00:00+00:00,2026-01-18 00:00:00+00:00
evt_0000173,acc_0001,usr_00009,login_succeeded,account,acc_0001,2026-01-20 00:00:00+00:00,2026-01-20 00:00:00+00:00
evt_0000174,acc_0001,usr_00006,dashboard_viewed,account,acc_0001,2026-01-28 00:00:00+00:00,2026-01-28 00:00:00+00:00
evt_0000175,acc_0001,usr_00007,task_assigned,task,tsk_000054,2026-01-22 00:00:00+00:00,2026-01-24 00:00:00+00:00
evt_0000176,acc_0001,usr_00005,task_assigned,task,tsk_000054,2026-01-29 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000177,acc_0001,usr_00001,project_created,project,prj_00004,2026-01-01 00:00:00+00:00,2026-01-03 00:00:00+00:00
evt_0000178,acc_0001,usr_00008,dashboard_viewed,account,acc_0001,2026-01-16 00:00:00+00:00,2026-01-16 00:00:00+00:00
evt_0000179,acc_0001,usr_00003,task_status_changed,task,tsk_000055,2026-01-14 00:00:00+00:00,2026-01-14 00:00:00+00:00
evt_0000180,acc_0001,usr_00001,login_succeeded,account,acc_0001,2026-01-18 00:00:00+00:00,2026-01-18 00:00:00+00:00
evt_0000181,acc_0001,usr_00012,dashboard_viewed,account,acc_0001,2026-01-22 00:00:00+00:00,2026-01-25 00:00:00+00:00
evt_0000182,acc_0001,usr_00002,project_created,project,prj_00004,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000183,acc_0001,usr_00008,project_created,project,prj_00004,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000184,acc_0001,usr_00010,project_created,project,prj_00004,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00
evt_0000185,acc_0001,usr_00007,work_note_added,task,tsk_000057,2026-01-20 00:00:00+00:00,2026-01-20 00:00:00+00:00
evt_0000186,acc_0001,usr_00009,project_created,project,prj_00004,2026-01-14 00:00:00+00:00,2026-01-14 00:00:00+00:00
evt_0000187,acc_0001,usr_00006,dashboard_viewed,account,acc_0001,2026-01-10 00:00:00+00:00,2026-01-10 00:00:00+00:00
evt_0000188,acc_0001,usr_00002,login_succeeded,account,acc_0001,2026-01-21 00:00:00+00:00,2026-01-21 00:00:00+00:00
evt_0000189,acc_0001,usr_00014,work_note_added,task,tsk_000057,2026-01-13 00:00:00+00:00,2026-01-13 00:00:00+00:00
evt_0000190,acc_0001,usr_00004,dashboard_viewed,account,acc_0001,2026-01-21 00:00:00+00:00,2026-01-21 00:00:00+00:00
evt_0000191,acc_0001,usr_00010,dashboard_viewed,account,acc_0001,2026-01-16 00:00:00+00:00,2026-01-16 00:00:00+00:00
evt_0000192,acc_0001,usr_00002,dashboard_viewed,account,acc_0001,2026-01-20 00:00:00+00:00,2026-01-20 00:00:00+00:00
evt_0000193,acc_0001,usr_00001,login_succeeded,account,acc_0001,2026-01-24 00:00:00+00:00,2026-01-27 00:00:00+00:00
evt_0000194,acc_0001,usr_00002,task_status_changed,task,tsk_000059,2025-12-31 00:00:00+00:00,2025-12-31 00:00:00+00:00
evt_0000195,acc_0001,usr_00003,task_status_changed,task,tsk_000059,2025-12-30 00:00:00+00:00,2026-01-02 00:00:00+00:00
evt_0000196,acc_0001,usr_00004,project_created,project,prj_00004,2026-01-19 00:00:00+00:00,2026-01-19 00:00:00+00:00
evt_0000197,acc_0001,usr_00014,dashboard_viewed,account,acc_0001,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00
evt_0000198,acc_0001,usr_00011,task_completed,task,tsk_000060,2026-01-06 00:00:00+00:00,2026-01-06 00:00:00+00:00
evt_0000199,acc_0001,usr_00010,project_created,project,prj_00004,2026-01-03 00:00:00+00:00,2026-01-03 00:00:00+00:00
evt_0000200,acc_0001,usr_00003,login_succeeded,account,acc_0001,2026-01-05 00:00:00+00:00,2026-01-05 00:00:00+00:00
evt_0000201,acc_0001,usr_00005,task_created,task,tsk_000062,2026-01-26 00:00:00+00:00,2026-01-26 00:00:00+00:00
evt_0000202,acc_0001,usr_00012,work_note_added,task,tsk_000062,2026-01-25 00:00:00+00:00,2026-01-25 00:00:00+00:00
evt_0000203,acc_0001,usr_00014,login_succeeded,account,acc_0001,2026-01-25 00:00:00+00:00,2026-01-25 00:00:00+00:00
evt_0000204,acc_0001,usr_00010,dashboard_viewed,account,acc_0001,2026-01-12 00:00:00+00:00,2026-01-12 00:00:00+00:00
evt_0000205,acc_0001,usr_00001,task_assigned,task,tsk_000063,2026-01-10 00:00:00+00:00,2026-01-11 00:00:00+00:00
evt_0000206,acc_0001,usr_00008,project_created,project,prj_00004,2026-01-11 00:00:00+00:00,2026-01-11 00:00:00+00:00
